GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
Lineups,-201942-1627734-1628368-1628370-1631099-,D. DeRozan - D. Sabonis - D. Fox - M. Monk - K. Murray,1610612758,SAC,28,13,15,0.464,15.4,14.6,30.0,0.487,3.3,10.0,0.329,5.8,7.0,0.827,3.4,10.4,13.8,9.4,3.6,2.3,1.1,1.9,5.6,6.1,38.3,0.4,10,26,12228,6298,22,21,17,5353,220,87,5016,104,66,3434,136,49,49,30,12045,217,417,11960,12178,36,23,4741
Lineups,-201950-204001-1627759-1628369-1628401-,J. Holiday - K. Porziņģis - J. Brown - J. Tatum - D. White,1610612738,BOS,18,12,6,0.667,15.4,13.5,29.9,0.452,4.9,14.6,0.338,4.9,6.2,0.786,3.2,11.2,14.4,9.2,3.7,2.2,2.4,1.1,5.2,5.4,36.8,-1.3,48,37,12070,4409,21,37,20,5842,68,11,4185,202,116,3703,144,32,36,33,12050,220,52,11827,12166,74,29,8180
Lineups,-203484-1628976-1629048-1630532-1630591-,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - F. Wagner - J. Suggs,1610612753,ORL,5,4,1,0.8,15.0,14.0,24.4,0.574,4.0,9.6,0.417,6.0,7.0,0.857,2.8,10.0,12.8,9.2,5.4,4.8,3.0,0.4,6.6,7.2,38.0,9.0,732,387,4063,4132,23,22,59,2832,84,114,3517,52,67,3148,390,54,64,32,12206,13,14,9126,12217,16,24,116
Lineups,-1627732-1629661-1630533-1630553-1630592-,B. Simmons - C. Johnson - Z. Williams - K. Johnson - J. Wilson,1610612751,BKN,1,0,1,0.0,14.9,11.0,29.0,0.379,1.0,9.0,0.111,5.0,6.0,0.833,6.0,10.0,16.0,8.0,5.0,1.0,0.0,3.0,4.0,7.0,28.0,0.0,4669,7102,4063,7102,25,73,22,7246,2104,128,6464,118,119,3279,6,54,20,54,12170,983,3946,12189,11894,17,100,4902
Lineups,-1627832-1628415-1630224-1630578-1631095-,F. VanVleet - D. Brooks - J. Green - A. Sengun - J. Smith Jr.,1610612745,HOU,28,18,10,0.643,14.9,12.5,29.0,0.43,3.8,11.3,0.334,5.6,7.1,0.798,3.7,10.8,14.5,7.1,3.8,2.5,1.3,2.1,5.5,6.4,34.4,2.5,10,5,12190,4799,24,50,26,6143,176,51,4186,106,65,3683,121,45,35,98,12053,180,393,12178,12174,35,43,2144
Lineups,-1629130-1631107-1631170-1641796-1642276-,D. Robinson - N. Jović - J. Jaquez Jr. - P. Larsson - K. Ware,1610612748,MIA,1,0,1,0.0,14.8,14.0,27.0,0.519,6.0,13.0,0.462,5.0,5.0,1.0,3.0,11.0,14.0,9.0,3.0,1.0,0.0,1.0,5.0,5.0,39.0,15.0,4669,7102,4063,7102,26,22,37,3536,11,17,3244,118,263,1,150,33,38,35,11689,983,3946,10294,12094,83,20,10
Lineups,-201988-1629004-1629234-1641729-1642271-,P. Mills - S. Mykhailiuk - D. Eubanks - B. Sensabaugh - K. Filipowski,1610612762,UTA,1,1,0,1.0,14.7,14.0,25.0,0.56,5.0,13.0,0.385,2.0,3.0,0.667,1.0,12.0,13.0,6.0,7.0,4.0,2.0,1.0,6.0,5.0,35.0,12.0,4669,2220,1,1,27,22,49,3053,30,17,3897,1221,1037,4426,1748,25,54,167,12222,15,58,10294,12182,83,36,30
Lineups,-1627827-1629003-1629651-1630553-1630592-,D. Finney-Smith - S. Milton - N. Claxton - K. Johnson - J. Wilson,1610612751,BKN,1,0,1,0.0,14.5,10.0,24.0,0.417,4.0,8.0,0.5,3.0,5.0,0.6,5.0,9.0,14.0,8.0,8.0,2.0,0.0,3.0,5.0,5.0,27.0,-1.0,4669,7102,4063,7102,28,108,61,6469,84,196,1844,568,263,4849,12,85,38,54,12233,232,3946,12189,12094,83,123,7192
Lineups,-201143-1627759-1628369-1628401-1630573-,A. Horford - J. Brown - J. Tatum - D. White - S. Hauser,1610612738,BOS,2,1,1,0.5,14.4,13.0,29.5,0.441,5.5,19.5,0.282,6.0,6.0,1.0,2.5,9.5,12.0,7.0,0.5,2.0,1.0,0.0,5.5,5.0,37.5,2.5,2522,2220,4063,5014,29,41,21,6042,24,3,5322,52,119,1,411,76,78,99,5564,232,427,1,12175,83,26,2044
Lineups,-1630538-1630539-1641757-1642280-1642353-,B. Hyland - K. Jones - J. Miller - T. Flowers - C. Christie,1610612746,LAC,1,0,1,0.0,14.4,12.0,25.0,0.48,4.0,10.0,0.4,7.0,8.0,0.875,4.0,14.0,18.0,3.0,7.0,4.0,1.0,1.0,9.0,7.0,35.0,11.0,4669,7102,4063,7102,32,52,49,5403,84,87,3580,30,35,3070,43,9,8,981,12222,15,427,10294,12231,17,36,45
Lineups,-203468-1627742-1627749-1628464-1630529-,C. McCollum - B. Ingram - D. Murray - D. Theis - H. Jones,1610612740,NOP,1,1,0,1.0,14.4,11.0,29.0,0.379,1.0,8.0,0.125,6.0,7.0,0.857,3.0,10.0,13.0,7.0,2.0,4.0,4.0,2.0,6.0,6.0,29.0,7.0,4669,2220,1,1,31,73,22,7246,2104,196,6423,52,67,3148,150,54,54,99,10589,15,2,11961,12182,37,82,269
Lineups,-1628415-1628988-1629111-1630224-1641708-,D. Brooks - A. Holiday - J. Landale - J. Green - A. Thompson,1610612745,HOU,1,1,0,1.0,14.4,10.0,24.0,0.417,1.0,8.0,0.125,7.0,11.0,0.636,2.0,18.0,20.0,7.0,4.0,0.0,1.0,1.0,7.0,6.0,28.0,2.0,4669,2220,1,1,30,108,61,6469,2104,196,6423,30,6,4789,505,1,3,99,12061,5189,427,10294,12218,37,100,2223
Lineups,-1627763-1628963-1629673-1641731-1642259-,M. Brogdon - M. Bagley III - J. Poole - B. Coulibaly - A. Sarr,1610612764,WAS,1,0,1,0.0,14.3,10.0,28.0,0.357,3.0,13.0,0.231,2.0,2.0,1.0,6.0,9.0,15.0,6.0,7.0,4.0,1.0,1.0,2.0,3.0,25.0,-11.0,4669,7102,4063,7102,33,108,27,7500,232,17,5848,1221,1767,1,6,85,25,167,12222,15,427,10294,9877,453,168,12190
Lineups,-1626158-1630215-1630551-1630557-1642273-,R. Holmes - J. Butler - J. Champagnie - C. Kispert - K. George,1610612764,WAS,1,0,1,0.0,14.3,18.0,35.0,0.514,6.0,11.0,0.545,1.0,2.0,0.5,7.0,11.0,18.0,11.0,2.0,2.0,1.0,5.0,5.0,2.0,43.0,17.0,4669,7102,4063,7102,34,6,6,3567,11,54,1772,3381,1767,5007,3,33,8,14,10589,232,427,12234,12094,1187,10,3
Lineups,-1628371-1629021-1630175-1630532-1641724-,J. Isaac - M. Wagner - C. Anthony - F. Wagner - J. Howard,1610612753,ORL,1,1,0,1.0,14.2,14.0,29.0,0.483,6.0,16.0,0.375,0.0,1.0,0.0,4.0,9.0,13.0,8.0,1.0,4.0,2.0,0.0,8.0,2.0,34.0,10.0,4669,2220,1,1,35,22,22,5376,11,8,3953,6245,4487,6245,43,85,54,54,7001,15,58,1,12227,1187,44,68
Lineups,-1627751-1629628-1630193-1630567-1641711-,J. Poeltl - R. Barrett - I. Quickley - S. Barnes - G. Dick,1610612761,TOR,6,1,5,0.167,14.1,12.7,27.5,0.461,3.7,10.2,0.361,2.3,4.7,0.5,2.8,10.3,13.2,8.5,3.3,1.7,1.5,1.5,5.2,4.7,31.3,-2.3,517,2220,11955,7058,36,46,33,5705,182,83,4111,1131,398,5007,388,51,52,49,12011,693,308,11889,12166,163,59,9704
Lineups,-1628374-1628381-1629012-1631117-1641718-,L. Markkanen - J. Collins - C. Sexton - W. Kessler - K. George,1610612762,UTA,14,4,10,0.286,14.0,13.1,25.2,0.521,4.7,10.1,0.465,5.4,6.6,0.806,4.6,10.4,14.9,8.3,5.4,1.4,1.9,2.2,4.6,6.0,36.4,2.4,95,387,12190,6836,37,40,44,3522,70,84,3241,115,109,3496,36,50,33,53,12207,850,285,12179,12084,37,30,2146
Lineups,-1626167-1627783-1629614-1630169-1631097-,M. Turner - P. Siakam - A. Nembhard - T. Haliburton - B. Mathurin,1610612754,IND,29,19,10,0.655,14.0,12.5,24.9,0.503,3.7,9.9,0.373,4.8,6.1,0.787,2.1,10.5,12.6,8.8,3.6,2.1,1.5,1.1,4.2,5.4,33.6,3.1,7,3,12190,4798,38,48,58,3614,181,107,4032,204,118,3702,499,48,68,45,12044,226,307,11825,12060,75,48,1459
Lineups,-1627732-1629661-1630533-1630553-1641730-,B. Simmons - C. Johnson - Z. Williams - K. Johnson - N. Clowney,1610612751,BKN,1,1,0,1.0,13.9,16.0,28.0,0.571,8.0,17.0,0.471,2.0,2.0,1.0,2.0,12.0,14.0,14.0,3.0,1.0,1.0,0.0,5.0,3.0,42.0,6.0,4669,2220,1,1,39,15,27,2833,4,5,3212,1221,1767,1,505,25,38,6,11689,983,427,1,12094,453,13,406
Lineups,-203484-1628976-1629048-1630591-1641783-,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - J. Suggs - T. da Silva,1610612753,ORL,6,2,4,0.333,13.9,11.7,25.2,0.464,2.3,8.2,0.286,2.7,3.5,0.762,4.0,8.0,12.0,7.3,5.2,2.8,1.8,1.3,5.2,4.3,28.3,-0.2,517,1092,11724,6460,40,63,45,5627,566,193,5170,993,935,3814,43,125,78,93,12205,167,286,11856,12166,191,98,6656
Lineups,-203484-1628976-1630532-1630591-1631094-,K. Caldwell-Pope - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,1610612753,ORL,6,4,2,0.667,13.7,10.3,25.2,0.411,3.5,11.7,0.3,5.5,6.8,0.805,2.8,10.3,13.2,7.2,3.8,3.0,1.7,0.7,5.8,5.7,29.7,-2.8,517,387,9865,4409,41,102,45,6593,190,49,5100,107,106,3497,388,51,52,97,12054,57,295,10035,12181,68,79,9948
Lineups,-201143-204001-1627759-1628401-1630573-,A. Horford - K. Porziņģis - J. Brown - D. White - S. Hauser,1610612738,BOS,1,1,0,1.0,13.6,14.0,27.0,0.519,10.0,19.0,0.526,4.0,7.0,0.571,3.0,11.0,14.0,10.0,5.0,4.0,2.0,1.0,4.0,4.0,42.0,11.0,4669,2220,1,1,42,22,37,3536,1,4,1826,237,67,4959,150,33,38,20,12170,15,58,10294,11894,206,13,45
Lineups,-203991-1630249-1630700-1630811-1631223-,C. Capela - V. Krejčí - D. Daniels - K. Wallace - D. Roddy,1610612737,ATL,1,1,0,1.0,13.6,14.0,29.0,0.483,4.0,12.0,0.333,3.0,5.0,0.6,2.0,12.0,14.0,11.0,1.0,4.0,2.0,1.0,1.0,4.0,35.0,11.0,4669,2220,1,1,42,22,22,5376,84,29,4187,568,263,4849,505,25,38,14,7001,15,58,10294,5405,206,36,45
Lineups,-201935-202695-1626181-1627826-1627884-,J. Harden - K. Leonard - N. Powell - I. Zubac - D. Jones Jr.,1610612746,LAC,12,8,4,0.667,13.6,15.0,27.2,0.552,3.8,8.0,0.479,3.6,4.3,0.843,3.3,10.3,13.7,9.9,3.4,3.5,1.3,1.0,3.5,4.5,37.4,7.5,146,116,11724,4409,44,20,36,3184,174,196,3198,485,444,3267,137,51,50,26,12029,52,393,10294,11835,174,27,261
Lineups,-1628392-1628983-1630598-1631096-1631114-,I. Hartenstein - S. Gilgeous-Alexander - A. Wiggins - C. Holmgren - J. Williams,1610612760,OKC,1,1,0,1.0,13.5,14.0,23.0,0.609,1.0,4.0,0.25,8.0,10.0,0.8,2.0,10.0,12.0,6.0,4.0,4.0,0.0,2.0,4.0,11.0,37.0,7.0,4669,2220,1,1,46,22,85,2367,2104,1151,5403,16,12,3501,505,54,78,167,12061,15,3946,11961,11894,2,28,269
Lineups,-201144-203497-203944-1630162-1630183-,M. Conley - R. Gobert - J. Randle - A. Edwards - J. McDaniels,1610612750,MIN,39,24,15,0.615,13.5,11.3,23.6,0.478,4.1,10.1,0.408,4.1,5.2,0.797,2.7,9.4,12.1,7.4,4.5,2.4,1.4,1.0,4.2,4.8,30.7,0.3,2,2,12228,4829,45,70,81,5446,83,86,3574,236,258,3686,398,81,76,92,12163,207,365,10294,12061,158,66,4818
Lineups,-202331-203954-1626162-1628997-1630178-,P. George - J. Embiid - K. Oubre Jr. - C. Martin - T. Maxey,1610612755,PHI,4,4,0,1.0,13.5,9.5,23.0,0.413,3.0,9.8,0.308,7.8,8.0,0.969,1.8,8.0,9.8,6.3,4.0,5.5,1.5,0.8,4.0,7.5,29.8,-1.8,1024,387,1,1,47,162,85,6549,232,110,5070,26,35,2910,1231,125,193,161,12061,4,308,10207,11894,14,78,8503
Lineups,-1629014-1629028-1630166-1631101-1641739-,A. Simons - D. Ayton - D. Avdija - S. Sharpe - T. Camara,1610612757,POR,10,5,5,0.5,13.4,12.0,23.3,0.515,3.7,9.8,0.378,3.8,4.9,0.776,2.1,10.0,12.1,6.6,4.2,1.8,0.8,0.6,4.8,4.8,31.5,1.1,199,272,11955,5014,48,52,84,3565,180,109,3951,469,388,3779,500,54,77,143,12154,674,1948,9990,12091,159,57,3521
Lineups,-1626156-1629651-1629661-1630533-1641730-,D. Russell - N. Claxton - C. Johnson - Z. Williams - N. Clowney,1610612751,BKN,1,0,1,0.0,13.4,8.0,23.0,0.348,3.0,14.0,0.214,10.0,11.0,0.909,3.0,8.0,11.0,6.0,4.0,2.0,2.0,1.0,3.0,7.0,29.0,-5.0,4669,7102,4063,7102,49,252,85,7568,232,12,5920,3,6,2966,150,125,112,167,12061,232,58,10294,11351,17,82,11346
Lineups,-202692-203952-1628389-1630558-1642276-,A. Burks - A. Wiggins - B. Adebayo - D. Mitchell - K. Ware,1610612748,MIA,1,0,1,0.0,13.3,10.0,24.0,0.417,5.0,12.0,0.417,4.0,5.0,0.8,2.0,10.0,12.0,8.0,0.0,0.0,2.0,0.0,4.0,4.0,29.0,0.0,4669,7102,4063,7102,50,108,61,6469,30,29,3517,237,263,3501,505,54,78,54,1,5189,58,1,11894,206,82,4902
Lineups,-202696-203897-1628470-1629632-1630581-,N. Vučević - Z. LaVine - T. Craig - C. White - J. Giddey,1610612741,CHI,1,0,1,0.0,13.3,12.0,24.0,0.5,4.0,11.0,0.364,3.0,3.0,1.0,2.0,9.0,11.0,7.0,4.0,3.0,0.0,1.0,6.0,2.0,31.0,4.0,4669,7102,4063,7102,50,52,61,3617,84,54,4058,568,1037,1,505,85,112,99,12061,57,3946,10294,12182,1187,61,921
Lineups,-203471-1627827-1629661-1630560-1641730-,D. Schröder - D. Finney-Smith - C. Johnson - C. Thomas - N. Clowney,1610612751,BKN,1,0,1,0.0,13.2,10.0,23.0,0.435,6.0,12.0,0.5,10.0,12.0,0.833,0.0,8.0,8.0,8.0,0.0,0.0,1.0,1.0,5.0,7.0,36.0,-5.0,4669,7102,4063,7102,52,108,85,6107,11,29,1844,3,4,3279,5902,125,292,54,1,5189,427,10294,12094,17,31,11346
Lineups,-202685-1627763-1629673-1641731-1642259-,J. Valančiūnas - M. Brogdon - J. Poole - B. Coulibaly - A. Sarr,1610612764,WAS,2,0,2,0.0,13.2,10.5,25.0,0.42,2.0,8.5,0.235,5.5,6.5,0.846,4.0,7.0,11.0,7.0,3.5,2.5,1.5,1.5,5.5,5.0,28.5,-7.0,2522,7102,9865,7102,53,98,49,6457,617,173,5839,107,110,3249,43,198,112,99,12030,180,308,11889,12175,83,97,11920
Lineups,-1628392-1628983-1629652-1631114-1641717-,I. Hartenstein - S. Gilgeous-Alexander - L. Dort - J. Williams - C. Wallace,1610612760,OKC,20,17,3,0.85,13.1,12.6,25.1,0.5,3.0,7.6,0.391,4.5,5.3,0.857,2.7,9.6,12.3,7.5,3.1,3.5,1.7,1.4,5.0,4.5,32.6,4.1,38,12,11199,4096,54,47,48,3617,474,279,3880,211,255,3148,409,75,72,90,11995,54,293,11882,12094,174,51,920
Lineups,-202696-203897-1628975-1629632-1630172-,N. Vučević - Z. LaVine - J. Carter - C. White - P. Williams,1610612741,CHI,1,0,1,0.0,13.1,17.0,28.0,0.607,6.0,11.0,0.545,1.0,2.0,0.5,1.0,5.0,6.0,14.0,4.0,2.0,0.0,2.0,8.0,6.0,41.0,-8.0,4669,7102,4063,7102,55,8,27,2371,11,54,1772,3381,1767,5007,1748,493,650,6,12061,232,3946,11961,12227,37,17,12047
Lineups,-201572-203114-1626171-1631157-1641748-,B. Lopez - K. Middleton - B. Portis - R. Rollins - A. Jackson Jr.,1610612749,MIL,3,2,1,0.667,13.0,13.7,24.0,0.569,4.7,8.7,0.538,3.0,4.3,0.692,1.7,9.7,11.3,8.7,4.3,3.7,1.3,0.7,2.7,3.0,35.0,6.0,1552,1092,4063,4409,57,36,61,3006,71,167,1803,568,436,4404,1250,72,107,46,12156,51,372,10035,11298,453,36,406
Lineups,-1628381-1629004-1629012-1631117-1641718-,J. Collins - S. Mykhailiuk - C. Sexton - W. Kessler - K. George,1610612762,UTA,2,1,1,0.5,13.0,16.0,28.0,0.571,4.5,8.0,0.563,5.0,5.5,0.909,4.0,14.5,18.5,9.5,3.0,1.0,4.0,3.0,4.0,7.0,41.5,15.5,2522,2220,4063,5014,56,15,27,2833,74,196,1738,118,236,2966,43,8,7,28,11689,983,2,12189,11894,17,16,9
