GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
Lineups,-201580-203085-203932-203999-1630267-,J. McGee - A. Rivers - A. Gordon - N. Jokic - F. Campazzo,1610612743,DEN,1,1,0,1.0,21.2,23.0,48.0,0.479,3.0,13.0,0.231,4.0,4.0,1.0,13.0,18.0,31.0,13.0,8.0,0.0,1.0,2.0,9.0,7.0,53.0,-1.0,5846,2861,1,1,12,2,3,6552,326,48,7038,372,668,1,1,5,1,8,14811,6159,575,14429,14809,48,9,8720
Lineups,-202322-203482-1626174-1629645-1630256-,J. Wall - K. Olynyk - C. Wood - K. Porter Jr. - J. Tate,1610612745,HOU,6,1,5,0.167,20.8,20.5,41.2,0.498,6.2,15.8,0.389,6.8,9.2,0.745,6.3,14.5,20.8,10.8,6.5,4.2,2.0,1.8,6.2,7.8,54.0,2.2,715,2861,14449,8577,13,9,8,6419,17,19,4795,75,41,5154,15,29,16,26,14789,14,95,14425,14750,40,7,2728
Lineups,-201567-203083-1629012-1629636-1630171-,K. Love - A. Drummond - C. Sexton - D. Garland - I. Okoro,1610612739,CLE,1,1,0,1.0,20.6,20.0,33.0,0.606,8.0,11.0,0.727,7.0,7.0,1.0,1.0,12.0,13.0,9.0,6.0,4.0,2.0,0.0,4.0,5.0,55.0,17.0,5846,2861,1,1,14,10,36,2857,6,92,1492,46,125,1,1861,63,106,60,14763,15,95,1,14288,170,6,7
Lineups,-201980-202699-203552-203954-1627732-,D. Green - T. Harris - S. Curry - J. Embiid - B. Simmons,1610612755,PHI,32,27,5,0.844,20.5,18.2,36.0,0.507,5.2,12.1,0.433,9.3,11.5,0.807,3.1,15.8,18.9,11.1,5.5,3.6,2.5,1.8,6.7,9.2,50.9,6.7,13,5,14449,4837,15,18,27,4366,56,68,4147,12,14,4229,207,15,33,19,14756,66,76,14420,14762,12,13,437
Lineups,-201949-202339-203500-1628404-1629638-,J. Johnson - E. Bledsoe - S. Adams - J. Hart - N. Alexander-Walker,1610612740,NOP,1,0,1,0.0,20.4,16.0,34.0,0.471,5.0,14.0,0.357,5.0,6.0,0.833,2.0,20.0,22.0,10.0,10.0,1.0,3.0,2.0,4.0,8.0,42.0,3.0,5846,8622,4787,8622,16,33,32,6682,60,34,5070,175,216,3930,562,2,8,31,14818,1192,26,14429,14288,26,38,1689
Lineups,-201143-1628983-1629652-1630177-1630197-,A. Horford - S. Gilgeous-Alexander - L. Dort - T. Maledon - A. Pokusevski,1610612760,OKC,1,1,0,1.0,20.3,18.0,37.0,0.486,9.0,17.0,0.529,9.0,9.0,1.0,4.0,14.0,18.0,13.0,4.0,1.0,4.0,4.0,13.0,8.0,54.0,5.0,5846,2861,1,1,18,19,21,6467,4,10,2365,13,42,1,80,30,36,8,14541,1192,11,14810,14820,26,7,702
Lineups,-201567-1626224-1628386-1629636-1630171-,K. Love - C. Osman - J. Allen - D. Garland - I. Okoro,1610612739,CLE,3,0,3,0.0,20.3,17.7,37.3,0.473,5.3,15.7,0.34,6.7,9.3,0.714,4.3,12.7,17.0,13.3,6.0,5.3,1.3,2.7,5.0,8.7,47.3,-0.3,1988,8622,13478,8622,17,27,20,6659,55,21,5161,77,40,5245,77,61,46,7,14763,4,498,14748,14566,21,22,8121
Lineups,-200782-201935-202322-1626174-1627863-,P. Tucker - J. Harden - J. Wall - C. Wood - D. House Jr.,1610612745,HOU,1,1,0,1.0,19.8,21.0,38.0,0.553,4.0,14.0,0.286,6.0,7.0,0.857,4.0,18.0,22.0,13.0,7.0,3.0,5.0,2.0,5.0,7.0,52.0,3.0,5846,2861,1,1,19,5,15,3824,122,34,6321,81,125,3770,80,5,8,8,14791,84,3,14429,14566,48,10,1689
Lineups,-101141-202711-203903-204060-1626220-,E. Ilyasova - B. Bogdanovic - J. Clarkson - J. Ingles - R. O'Neale,1610612762,UTA,1,0,1,0.0,19.1,18.0,33.0,0.545,11.0,24.0,0.458,2.0,2.0,1.0,1.0,11.0,12.0,14.0,4.0,5.0,1.0,1.0,5.0,6.0,49.0,6.0,5846,8622,4787,8622,20,19,36,3876,1,1,3970,1651,2366,1,1861,89,165,5,14541,5,575,12417,14566,87,17,462
Lineups,-202322-203506-1626174-1627863-1630256-,J. Wall - V. Oladipo - C. Wood - D. House Jr. - J. Tate,1610612745,HOU,2,0,2,0.0,19.1,14.5,31.0,0.468,3.5,14.0,0.25,7.5,10.0,0.75,3.0,15.5,18.5,8.5,7.0,2.0,2.0,1.5,6.0,7.0,40.0,2.0,3209,8622,11786,8622,22,61,48,6746,255,34,6547,40,22,4604,212,16,34,85,14791,284,95,14318,14692,48,43,2742
Lineups,-203500-1627742-1628404-1628414-1629638-,S. Adams - B. Ingram - J. Hart - S. Thornwell - N. Alexander-Walker,1610612740,NOP,1,0,1,0.0,19.1,16.0,29.0,0.552,3.0,5.0,0.6,8.0,10.0,0.8,3.0,15.0,18.0,5.0,6.0,1.0,3.0,4.0,6.0,10.0,43.0,-5.0,5846,8622,4787,8622,21,33,66,3826,326,868,2002,25,22,4235,212,18,36,425,14763,1192,26,14810,14692,5,33,13676
Lineups,-201144-202711-203497-1627777-1628378-,M. Conley - B. Bogdanovic - R. Gobert - G. Niang - D. Mitchell,1610612762,UTA,1,1,0,1.0,19.0,14.0,33.0,0.424,6.0,15.0,0.4,9.0,12.0,0.75,5.0,15.0,20.0,10.0,5.0,3.0,3.0,0.0,7.0,11.0,43.0,6.0,5846,2861,1,1,23,67,36,7804,18,22,4419,13,12,4604,37,18,20,31,14710,84,26,1,14768,3,33,462
Lineups,-203920-1627832-1628449-1628778-1630201-,K. Birch - F. VanVleet - C. Boucher - P. Watson - M. Flynn,1610612761,TOR,1,1,0,1.0,18.9,16.0,33.0,0.485,6.0,14.0,0.429,6.0,7.0,0.857,3.0,11.0,14.0,9.0,4.0,3.0,6.0,1.0,8.0,5.0,44.0,2.0,5846,2861,1,1,24,33,36,6485,18,34,4155,81,125,3770,212,89,85,60,14541,84,1,12417,14799,170,30,2742
Lineups,-203200-1626167-1627734-1627747-1627763-,J. Holiday - M. Turner - D. Sabonis - C. LeVert - M. Brogdon,1610612754,IND,10,5,5,0.5,18.8,14.0,33.5,0.418,5.8,15.7,0.369,5.7,7.7,0.74,2.8,13.3,16.1,9.3,5.9,3.4,2.2,2.1,6.9,6.1,39.5,-2.8,271,370,14449,6055,25,67,35,7876,50,20,4982,154,115,5162,448,43,54,57,14762,74,92,14731,14767,86,51,11983
Lineups,-201980-202699-1627732-1627788-1628396-,D. Green - T. Harris - B. Simmons - F. Korkmaz - T. Bradley,1610612755,PHI,2,2,0,1.0,18.7,17.0,35.0,0.486,3.5,11.0,0.318,5.5,9.0,0.611,3.5,15.0,18.5,8.5,5.0,4.5,1.5,2.0,7.0,6.5,43.0,4.5,3209,1419,1,1,26,28,29,6475,255,92,6172,159,42,5959,182,18,34,85,14710,13,399,14429,14768,78,33,1001
Lineups,-201152-202696-203107-1628374-1630172-,T. Young - N. Vucevic - T. Satoransky - L. Markkanen - P. Williams,1610612741,CHI,1,0,1,0.0,18.7,19.0,43.0,0.442,4.0,10.0,0.4,6.0,7.0,0.857,10.0,13.0,23.0,10.0,5.0,3.0,2.0,4.0,4.0,9.0,48.0,-2.0,5846,8622,4787,8622,27,14,5,7341,122,133,4419,81,125,3770,2,45,5,31,14710,84,95,14810,14288,13,19,10341
Lineups,-202709-1628402-1629635-1630180-1630191-,C. Joseph - F. Jackson - S. Doumbouya - S. Bey - I. Stewart,1610612765,DET,1,1,0,1.0,18.5,15.0,30.0,0.5,1.0,9.0,0.111,9.0,9.0,1.0,1.0,12.0,13.0,6.0,4.0,3.0,2.0,1.0,8.0,9.0,40.0,4.0,5846,2861,1,1,28,42,57,4380,2463,193,7716,13,42,1,1861,63,106,267,14541,84,95,12417,14799,13,43,1079
Lineups,-201145-202681-1627752-1628386-1628971-,J. Green - K. Irving - T. Prince - J. Allen - B. Brown,1610612751,BKN,1,1,0,1.0,18.5,20.0,37.0,0.541,5.0,13.0,0.385,1.0,4.0,0.25,3.0,22.0,25.0,10.0,2.0,2.0,3.0,2.0,7.0,4.0,46.0,14.0,5846,2861,1,1,29,10,21,3981,60,48,4811,4235,668,7579,212,1,3,31,12840,284,26,14429,14768,351,25,23
Lineups,-1629647-1629650-1629652-1629676-1630177-,D. Bazley - M. Brown - L. Dort - I. Roby - T. Maledon,1610612760,OKC,5,0,5,0.0,18.4,13.0,35.6,0.365,3.6,14.8,0.243,5.6,9.0,0.622,5.8,14.0,19.8,5.8,6.0,2.2,2.2,2.6,6.6,8.4,35.2,-8.6,958,8622,14449,8622,31,89,28,9044,249,30,7025,158,42,5954,33,30,28,369,14763,269,92,14747,14761,23,89,14644
Lineups,-201142-201145-203925-1627747-1628386-,K. Durant - J. Green - J. Harris - C. LeVert - J. Allen,1610612751,BKN,1,0,1,0.0,18.4,16.0,35.0,0.457,4.0,13.0,0.308,7.0,8.0,0.875,4.0,17.0,21.0,7.0,6.0,1.0,1.0,3.0,3.0,9.0,43.0,1.0,5846,8622,4787,8622,30,33,29,6945,122,48,6211,46,68,3673,80,9,12,161,14763,1192,575,14749,13551,13,33,4282
Lineups,-201980-202699-203552-1628396-1629680-,D. Green - T. Harris - S. Curry - T. Bradley - M. Thybulle,1610612755,PHI,1,1,0,1.0,18.2,20.0,39.0,0.513,6.0,14.0,0.429,6.0,7.0,0.857,6.0,10.0,16.0,12.0,2.0,7.0,4.0,2.0,4.0,4.0,52.0,10.0,5846,2861,1,1,32,10,11,4326,18,34,4155,81,125,3770,16,127,55,13,12840,1,11,14429,14288,351,10,90
Lineups,-203078-203526-1628418-1629067-1630166-,B. Beal - R. Neto - T. Bryant - I. Bonga - D. Avdija,1610612764,WAS,1,0,1,0.0,18.1,21.0,37.0,0.568,4.0,15.0,0.267,4.0,4.0,1.0,4.0,17.0,21.0,12.0,3.0,4.0,3.0,1.0,6.0,5.0,50.0,20.0,5846,8622,4787,8622,33,5,21,3600,122,22,6511,372,668,1,80,9,12,13,14125,15,26,12417,14692,170,14,3
Lineups,-203920-1627783-1628384-1628449-1630201-,K. Birch - P. Siakam - O. Anunoby - C. Boucher - M. Flynn,1610612761,TOR,1,1,0,1.0,18.0,15.0,32.0,0.469,6.0,13.0,0.462,9.0,11.0,0.818,5.0,15.0,20.0,7.0,5.0,3.0,1.0,2.0,10.0,9.0,45.0,-2.0,5846,2861,1,1,34,42,42,6727,18,48,3946,13,15,4168,37,18,20,161,14710,84,575,14429,14815,13,26,10341
Lineups,-202709-1628367-1628372-1630180-1630191-,C. Joseph - J. Jackson - D. Smith Jr. - S. Bey - I. Stewart,1610612765,DET,1,1,0,1.0,17.8,15.0,34.0,0.441,2.0,10.0,0.2,6.0,8.0,0.75,4.0,15.0,19.0,10.0,3.0,4.0,1.0,1.0,7.0,9.0,38.0,3.0,5846,2861,1,1,35,42,32,7344,822,133,7138,81,68,4604,80,18,29,31,14125,15,575,12417,14768,13,57,1689
Lineups,-203076-203083-203463-203471-1628398-,A. Davis - A. Drummond - B. McLemore - D. Schroder - K. Kuzma,1610612747,LAL,1,0,1,0.0,17.7,11.0,36.0,0.306,6.0,20.0,0.3,1.0,2.0,0.5,3.0,10.0,13.0,10.0,3.0,2.0,1.0,1.0,6.0,4.0,29.0,-17.0,5846,8622,4787,8622,36,172,25,10354,18,4,6247,4235,2366,6170,212,127,106,31,14125,284,575,12417,14692,351,184,14813
Lineups,-203081-203468-203496-203994-1626181-,D. Lillard - C. McCollum - R. Covington - J. Nurkic - N. Powell,1610612757,POR,21,12,9,0.571,17.6,16.6,34.3,0.483,6.0,13.9,0.43,5.6,6.9,0.814,3.4,13.1,16.6,10.0,4.1,3.3,1.6,2.0,6.5,7.0,44.7,4.9,41,46,14761,5959,37,32,31,6498,48,46,4153,157,188,4206,194,44,52,31,14676,76,388,14730,14760,47,29,981
Lineups,-203493-203901-203944-1629011-1629628-,R. Bullock - E. Payton - J. Randle - M. Robinson - R. Barrett,1610612752,NYK,23,12,11,0.522,17.2,14.4,31.1,0.462,2.9,8.1,0.353,4.4,6.3,0.699,4.1,13.9,18.0,7.7,4.9,2.1,1.4,2.0,6.3,5.8,36.1,0.8,33,46,14792,6053,38,64,47,6818,638,270,5102,342,205,5379,79,40,36,129,14708,280,485,14729,14751,137,76,5371
Lineups,-201143-1628983-1629647-1629652-1630177-,A. Horford - S. Gilgeous-Alexander - D. Bazley - L. Dort - T. Maledon,1610612760,OKC,9,4,5,0.444,17.1,12.6,30.9,0.406,5.9,14.6,0.405,3.7,5.0,0.733,2.0,12.7,14.7,7.4,4.2,2.4,1.4,1.3,4.0,5.2,34.7,-4.2,351,534,14449,7609,40,111,55,8066,49,32,4415,678,413,5179,562,61,79,145,14681,246,484,14275,14288,164,98,13587
Lineups,-202357-203922-1627741-1628368-1628963-,N. Bjelica - G. Robinson III - B. Hield - D. Fox - M. Bagley III,1610612758,SAC,1,0,1,0.0,17.1,17.0,38.0,0.447,3.0,17.0,0.176,3.0,7.0,0.429,8.0,12.0,20.0,12.0,3.0,4.0,0.0,0.0,7.0,5.0,40.0,-7.0,5846,8622,4787,8622,39,28,15,7138,326,10,7429,804,125,7415,3,63,20,13,14125,15,4787,1,14768,170,43,14381
Lineups,-201588-1628983-1629647-1629652-1629676-,G. Hill - S. Gilgeous-Alexander - D. Bazley - L. Dort - I. Roby,1610612760,OKC,6,2,4,0.333,17.0,14.0,29.3,0.477,3.3,11.3,0.294,4.5,5.8,0.771,2.8,9.8,12.7,7.3,4.7,2.2,0.3,1.7,5.0,6.0,35.8,-7.8,715,1419,14165,7835,41,67,65,6575,293,90,6299,325,369,4562,443,157,142,148,14700,272,3668,14397,14566,87,86,14541
Lineups,-2546-202683-203496-203918-1629018-,C. Anthony - E. Kanter - R. Covington - R. Hood - G. Trent Jr.,1610612757,POR,1,1,0,1.0,16.8,18.0,38.0,0.474,5.0,9.0,0.556,3.0,3.0,1.0,7.0,13.0,20.0,8.0,3.0,3.0,1.0,1.0,3.0,2.0,44.0,11.0,5846,2861,1,1,42,19,15,6618,60,193,2269,804,1374,1,8,45,20,91,14125,84,575,12417,13551,1671,30,61
Lineups,-1626156-1626157-1627736-1627823-1629006-,D. Russell - K. Towns - M. Beasley - J. Hernangomez - J. Okogie,1610612750,MIN,1,0,1,0.0,16.8,18.0,31.0,0.581,5.0,12.0,0.417,3.0,4.0,0.75,0.0,13.0,13.0,12.0,4.0,2.0,5.0,2.0,4.0,7.0,44.0,5.0,5846,8622,4787,8622,43,19,48,3353,60,69,4342,804,668,4604,6835,45,106,13,14541,284,3,14429,14288,48,30,702
Lineups,-203524-203992-1628381-1628989-1630168-,S. Hill - B. Bogdanovic - J. Collins - K. Huerter - O. Okongwu,1610612737,ATL,1,1,0,1.0,16.6,14.0,28.0,0.5,6.0,13.0,0.462,2.0,2.0,1.0,2.0,8.0,10.0,7.0,7.0,4.0,1.0,2.0,7.0,3.0,36.0,-6.0,5846,2861,1,1,44,67,75,4380,18,48,3946,1651,2366,1,562,272,291,161,14791,15,575,14429,14768,744,77,14104
Lineups,-1629647-1629650-1629676-1629718-1630177-,D. Bazley - M. Brown - I. Roby - C. Brown Jr. - T. Maledon,1610612760,OKC,1,0,1,0.0,16.5,12.0,40.0,0.3,1.0,11.0,0.091,4.0,5.0,0.8,8.0,10.0,18.0,6.0,5.0,2.0,0.0,3.0,6.0,5.0,29.0,-25.0,5846,8622,4787,8622,45,129,9,10361,2463,92,7752,372,413,4235,3,127,36,267,14710,284,4787,14749,14692,170,184,14821
Lineups,-1628983-1629650-1629676-1630177-1630197-,S. Gilgeous-Alexander - M. Brown - I. Roby - T. Maledon - A. Pokusevski,1610612760,OKC,2,1,1,0.5,16.5,12.0,34.0,0.353,3.0,7.0,0.429,3.0,4.0,0.75,7.0,13.0,20.0,4.5,7.0,0.5,4.5,2.5,4.0,6.0,30.0,-14.5,3209,2861,4787,6055,46,129,32,9194,326,384,4155,804,668,4604,8,45,20,606,14791,4121,10,14737,14288,87,162,14806
Lineups,-203082-203920-1628964-1630175-1630181-,T. Ross - K. Birch - M. Bamba - C. Anthony - R. Hampton,1610612753,ORL,1,0,1,0.0,16.3,19.0,36.0,0.528,6.0,11.0,0.545,6.0,8.0,0.75,5.0,12.0,17.0,10.0,3.0,2.0,2.0,1.0,7.0,6.0,50.0,10.0,5846,8622,4787,8622,47,14,25,4190,18,92,2307,81,68,4604,37,63,46,31,14125,284,95,12417,14768,87,14,90
Lineups,-203991-1628381-1628989-1629027-1629629-,C. Capela - J. Collins - K. Huerter - T. Young - C. Reddish,1610612737,ATL,12,4,8,0.333,16.2,14.8,29.7,0.5,3.4,9.3,0.369,6.5,8.0,0.813,4.3,10.5,14.8,9.5,5.7,2.2,2.4,2.3,6.3,7.4,39.6,-2.0,172,534,14735,7835,48,56,63,4380,292,188,4983,79,68,4208,77,112,77,55,14761,272,84,14732,14752,45,50,10341
Lineups,-203920-1628449-1628778-1629018-1630201-,K. Birch - C. Boucher - P. Watson - G. Trent Jr. - M. Flynn,1610612761,TOR,1,1,0,1.0,16.2,15.0,39.0,0.385,8.0,15.0,0.533,3.0,4.0,0.75,6.0,14.0,20.0,9.0,4.0,3.0,2.0,3.0,7.0,2.0,41.0,9.0,5846,2861,1,1,50,42,11,8700,6,22,2355,804,668,4604,16,30,20,60,14541,84,95,14749,14768,1671,41,137
Lineups,-202684-203095-203935-1627759-1628369-,T. Thompson - E. Fournier - M. Smart - J. Brown - J. Tatum,1610612738,BOS,1,0,1,0.0,16.2,14.0,32.0,0.438,4.0,9.0,0.444,1.0,2.0,0.5,4.0,8.0,12.0,9.0,7.0,2.0,4.0,4.0,4.0,4.0,33.0,-19.0,5846,8622,4787,8622,49,67,42,7375,122,193,4029,4235,2366,6170,80,272,165,60,14791,284,11,14810,14288,351,121,14818
Lineups,-200794-203115-203210-203999-1627750-,P. Millsap - W. Barton - J. Green - N. Jokic - J. Murray,1610612743,DEN,1,0,1,0.0,16.1,13.0,27.0,0.481,3.0,7.0,0.429,7.0,7.0,1.0,5.0,10.0,15.0,6.0,7.0,3.0,0.0,2.0,9.0,10.0,36.0,-1.0,5846,8622,4787,8622,51,89,87,6519,326,384,4155,46,125,1,37,127,63,267,14791,84,4787,14429,14809,5,77,8720
Lineups,-202334-1626156-1627736-1629006-1630162-,E. Davis - D. Russell - M. Beasley - J. Okogie - A. Edwards,1610612750,MIN,3,1,2,0.333,16.0,13.3,31.7,0.421,6.0,14.7,0.409,5.0,6.3,0.789,3.3,8.3,11.7,6.3,3.7,3.0,1.3,2.3,7.7,4.7,37.7,-2.0,1988,2861,11786,7835,52,85,45,7830,18,31,4395,175,206,4462,195,262,202,250,14523,84,498,14734,14797,273,62,10341
Lineups,-1629650-1629658-1629718-1630197-1630221-,M. Brown - J. Hoard - C. Brown Jr. - A. Pokusevski - J. Hall,1610612760,OKC,1,1,0,1.0,16.0,11.0,26.0,0.423,3.0,7.0,0.429,4.0,9.0,0.444,5.0,14.0,19.0,3.0,9.0,0.0,5.0,1.0,3.0,8.0,29.0,-5.0,5846,2861,1,1,54,172,104,7813,326,384,4155,372,42,7409,37,30,29,1196,14815,6159,3,12417,13551,26,184,13676
Lineups,-200794-203932-203999-1629008-1630267-,P. Millsap - A. Gordon - N. Jokic - M. Porter Jr. - F. Campazzo,1610612743,DEN,2,1,1,0.5,16.0,16.0,31.0,0.516,4.0,12.5,0.32,4.5,5.0,0.9,3.5,13.5,17.0,11.0,5.0,3.5,0.5,2.5,3.5,8.5,40.5,7.5,3209,2861,4787,6055,53,33,48,4291,122,63,6162,325,413,3553,182,41,46,20,14710,67,2722,14737,14198,22,42,291
Lineups,-203482-1629130-1629216-1629639-1630173-,K. Olynyk - D. Robinson - G. Vincent - T. Herro - P. Achiuwa,1610612748,MIA,2,0,2,0.0,15.9,14.0,33.0,0.424,4.5,17.0,0.265,5.5,7.5,0.733,5.5,8.0,13.5,6.5,5.5,2.5,0.5,1.5,3.5,7.0,38.0,-6.5,3209,8622,11786,8622,55,67,36,7804,104,10,6528,159,117,5179,34,272,99,231,14756,215,2722,14318,14198,48,57,14361
Lineups,-2544-201188-202083-202693-203471-,L. James - M. Gasol - W. Matthews - M. Morris - D. Schroder,1610612747,LAL,1,1,0,1.0,15.9,15.0,24.0,0.625,3.0,9.0,0.333,14.0,14.0,1.0,1.0,12.0,13.0,7.0,4.0,1.0,4.0,1.0,6.0,8.0,47.0,10.0,5846,2861,1,1,56,42,151,2677,326,193,5164,3,5,1,1861,63,106,161,14541,1192,11,12417,14692,26,23,90
Lineups,-202339-203500-1627742-1628411-1629627-,E. Bledsoe - S. Adams - B. Ingram - W. Iwundu - Z. Williamson,1610612740,NOP,1,1,0,1.0,15.8,10.0,27.0,0.37,2.0,9.0,0.222,8.0,11.0,0.727,5.0,19.0,24.0,3.0,10.0,3.0,1.0,1.0,3.0,6.0,30.0,5.0,5846,2861,1,1,57,238,87,9013,822,193,7070,25,15,5200,37,4,4,1196,14818,84,575,12417,13551,87,162,702
