GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
Lineups,-1627832-1628415-1630224-1630578-1631095-,F. VanVleet - D. Brooks - J. Green - A. Sengun - J. Smith Jr.,1610612745,HOU,45,23,22,0.511,16.8,14.8,31.6,0.469,4.5,12.1,0.374,4.9,6.2,0.795,3.4,12.4,15.9,9.8,4.4,2.0,1.3,1.9,6.7,5.7,39.1,0.0,5,18,15896,6303,23,38,21,7446,107,37,5403,278,176,5012,223,35,36,38,15813,248,513,15497,15874,107,34,8557
Lineups,-201950-204001-1627759-1628369-1628401-,J. Holiday - K. Porzingis - J. Brown - J. Tatum - D. White,1610612738,BOS,37,28,9,0.757,16.8,15.9,31.1,0.511,5.2,13.3,0.393,5.8,7.0,0.837,3.1,13.0,16.0,9.7,4.4,2.2,2.5,1.0,5.5,6.1,42.8,4.1,15,8,15795,5068,22,26,23,4897,46,22,5179,129,159,4364,238,27,27,41,15814,238,73,13286,15826,63,20,1153
Lineups,-201942-202696-1627936-1629632-1629750-,D. DeRozan - N. Vucevic - A. Caruso - C. White - J. Green,1610612741,CHI,4,2,2,0.5,16.7,17.5,31.5,0.556,4.5,11.3,0.4,3.0,4.3,0.706,3.3,7.5,10.8,9.3,4.0,3.3,0.3,2.0,4.5,4.8,42.5,0.3,1678,1678,12377,6304,24,9,22,4153,108,57,4803,765,578,5967,232,237,199,51,15678,53,4631,15500,15674,212,21,6216
Lineups,-202066-1629667-1630193-1641711-1642013-,G. Temple - J. McDaniels - I. Quickley - G. Dick - M. Williams,1610612761,TOR,1,0,1,0.0,16.6,10.0,35.0,0.286,2.0,10.0,0.2,0.0,0.0,0.0,2.0,14.0,16.0,6.0,5.0,2.0,1.0,5.0,7.0,2.0,22.0,-13.0,6471,9055,4804,9055,25,190,9,11476,774,101,7908,8356,8801,8356,678,9,28,268,15824,249,567,15896,15876,1570,364,15869
Lineups,-1627751-1629018-1629628-1630193-1630567-,J. Poeltl - G. Trent Jr. - R. Barrett - I. Quickley - S. Barnes,1610612761,TOR,10,4,6,0.4,16.4,16.3,33.5,0.487,4.6,10.7,0.43,5.2,6.7,0.776,4.6,11.8,16.4,10.9,3.8,2.8,2.4,2.9,4.6,5.9,42.4,4.3,388,709,15552,7959,27,16,12,7198,106,87,4505,146,160,5126,79,46,24,23,15668,193,75,15811,15699,103,23,1139
Lineups,-200782-202699-203954-1629001-1630178-,P. Tucker - T. Harris - J. Embiid - D. Melton - T. Maxey,1610612755,PHI,3,2,1,0.667,16.4,13.7,26.7,0.513,5.3,11.3,0.471,7.3,8.7,0.846,2.0,13.0,15.0,9.3,5.3,3.0,3.7,2.0,5.7,6.0,40.0,8.3,2387,1678,4804,5383,26,58,64,4892,44,54,4284,39,54,4330,678,19,41,49,15867,59,18,15500,15827,64,31,213
Lineups,-203944-1628973-1629011-1629628-1629656-,J. Randle - J. Brunson - M. Robinson - R. Barrett - Q. Grimes,1610612752,NYK,14,9,5,0.643,16.3,13.6,30.1,0.451,4.3,11.4,0.377,6.1,7.9,0.775,3.5,11.1,14.6,7.5,4.6,3.2,1.2,1.9,5.9,6.6,37.6,1.6,183,164,15354,5936,28,59,30,7853,122,53,5278,79,87,5128,208,49,50,137,15820,54,536,15499,15830,55,41,4160
Lineups,-1630595-1630649-1631093-1631105-1641787-,C. Cunningham - S. Umude - J. Ivey - J. Duren - T. Evbuomwan,1610612765,DET,1,0,1,0.0,16.1,12.0,31.0,0.387,1.0,3.0,0.333,7.0,12.0,0.583,3.0,16.0,19.0,9.0,3.0,2.0,1.0,2.0,8.0,7.0,32.0,-8.0,6471,9055,4804,9055,31,91,24,9569,2627,2387,5625,41,9,6773,240,5,12,52,15246,249,567,15500,15890,26,93,15600
Lineups,-200768-202699-203954-1626162-1630178-,K. Lowry - T. Harris - J. Embiid - K. Oubre Jr. - T. Maxey,1610612755,PHI,1,1,0,1.0,16.1,16.0,31.0,0.516,5.0,11.0,0.455,12.0,14.0,0.857,3.0,15.0,18.0,9.0,3.0,1.0,0.0,3.0,5.0,11.0,49.0,14.0,6471,3240,1,1,30,18,24,4853,48,60,4344,2,3,4211,240,6,15,52,15246,1191,5373,15812,15713,1,4,23
Lineups,-1626179-1628970-1629023-1630163-1641706-,T. Rozier - M. Bridges - P. Washington - L. Ball - B. Miller,1610612766,CHA,2,2,0,1.0,16.1,16.5,26.5,0.623,5.5,9.5,0.579,4.5,6.0,0.75,2.0,8.0,10.0,11.0,5.5,3.5,0.5,0.5,4.5,6.5,43.0,2.0,3671,1678,1,1,29,14,65,3038,39,141,2313,290,180,5197,678,174,221,12,15869,48,2969,11865,15674,57,17,2921
Lineups,-202691-203952-203967-1626172-1641764-,K. Thompson - A. Wiggins - D. Saric - K. Looney - B. Podziemski,1610612744,GSW,1,0,1,0.0,16.0,16.0,32.0,0.5,10.0,19.0,0.526,1.0,1.0,1.0,3.0,10.0,13.0,8.0,1.0,1.0,1.0,1.0,5.0,4.0,43.0,6.0,6471,9055,4804,9055,32,18,16,4962,1,2,2497,4482,5920,1,240,80,80,90,9271,1191,567,13287,15713,249,17,490
Lineups,-1629634-1630590-1630692-1641713-1641998-,B. Clarke - S. Pippen Jr. - J. Goodwin - G. Jackson - T. Jemison,1610612763,MEM,1,0,1,0.0,15.9,13.0,36.0,0.361,0.0,6.0,0.0,3.0,4.0,0.75,7.0,14.0,21.0,8.0,4.0,2.0,2.0,4.0,4.0,2.0,29.0,-3.0,6471,9055,4804,9055,33,66,7,10019,8544,504,8544,765,596,5197,6,9,5,90,15678,249,88,15882,15454,1570,149,12861
Lineups,-1628392-1628404-1628973-1628978-1630173-,I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa,1610612752,NYK,12,8,4,0.667,15.7,13.9,29.2,0.477,3.9,11.2,0.351,5.1,6.1,0.836,4.7,10.4,15.1,8.4,3.8,2.8,2.3,1.6,4.8,5.7,36.8,2.2,265,219,15028,5383,34,57,35,7316,213,59,5580,147,178,4366,77,74,40,83,15672,194,76,15469,15710,108,49,2907
Lineups,-200768-1628389-1629130-1629312-1631170-,K. Lowry - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,1610612748,MIA,1,1,0,1.0,15.7,15.0,28.0,0.536,2.0,11.0,0.182,4.0,5.0,0.8,1.0,13.0,14.0,10.0,4.0,1.0,1.0,1.0,4.0,6.0,36.0,1.0,6471,3240,1,1,35,29,44,4597,774,60,8201,339,358,4723,2214,19,53,27,15678,1191,567,13287,15454,64,54,4561
Lineups,-2544-203076-1626156-1629060-1630559-,L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,1610612747,LAL,25,19,6,0.76,15.6,15.6,28.5,0.549,3.5,9.5,0.367,4.1,5.2,0.779,2.3,11.8,14.0,10.8,4.8,2.1,2.1,1.2,3.5,5.7,38.8,2.4,40,26,15552,5067,38,27,42,4349,257,144,5433,336,352,5061,652,47,52,24,15823,244,86,15296,15363,106,39,2812
Lineups,-201587-202699-203954-1629001-1630178-,N. Batum - T. Harris - J. Embiid - D. Melton - T. Maxey,1610612755,PHI,14,12,2,0.857,15.6,16.1,29.9,0.538,5.1,12.0,0.423,8.6,9.6,0.896,3.7,12.6,16.3,10.6,3.3,2.2,2.4,1.4,5.1,6.6,45.8,11.6,183,79,12377,4848,36,17,33,4587,47,39,4679,22,37,4001,199,30,25,25,15613,235,74,15360,15807,55,13,54
Lineups,-1628972-1629002-1631093-1631105-1631204-,T. Brown Jr. - C. Metu - J. Ivey - J. Duren - M. Sasser,1610612765,DET,2,0,2,0.0,15.6,10.5,24.5,0.429,5.5,10.5,0.524,8.5,11.5,0.739,3.5,12.0,15.5,8.5,6.0,2.0,0.5,2.5,3.5,6.5,35.0,-2.0,3671,9055,12377,9055,37,176,101,8290,39,90,2501,23,16,5788,208,37,37,79,15874,249,2969,15803,15364,57,59,11134
Lineups,-201572-203081-203114-203507-1627736-,B. Lopez - D. Lillard - K. Middleton - G. Antetokounmpo - M. Beasley,1610612749,MIL,39,25,14,0.641,15.3,15.2,28.9,0.524,4.6,12.1,0.383,5.8,7.8,0.747,2.9,12.6,15.5,9.4,3.8,1.9,2.0,1.2,5.5,6.5,40.7,5.1,13,15,15879,5943,39,28,39,4764,105,38,5258,130,89,5780,522,29,39,48,15674,786,370,15304,15825,60,29,734
Lineups,-200768-201567-1626196-1628389-1629130-,K. Lowry - K. Love - J. Richardson - B. Adebayo - D. Robinson,1610612748,MIA,1,0,1,0.0,15.2,10.0,31.0,0.323,6.0,10.0,0.6,4.0,7.0,0.571,4.0,9.0,13.0,9.0,2.0,0.0,1.0,1.0,6.0,7.0,30.0,-12.0,6471,9055,4804,9055,41,190,24,11289,19,101,2123,339,93,6786,89,121,80,52,13855,6740,567,13287,15832,26,126,15857
Lineups,-1628976-1630532-1631094-1631216-1641710-,W. Carter Jr. - F. Wagner - P. Banchero - C. Houstan - A. Black,1610612753,ORL,1,1,0,1.0,15.2,16.0,29.0,0.552,4.0,11.0,0.364,0.0,0.0,0.0,3.0,11.0,14.0,8.0,3.0,3.0,2.0,0.0,6.0,1.0,36.0,0.0,6471,3240,1,1,40,18,36,4316,130,60,5444,8356,8801,8356,240,50,53,90,15246,59,88,1,15832,4432,54,6341
Lineups,-200768-201587-203954-1626162-1630178-,K. Lowry - N. Batum - J. Embiid - K. Oubre Jr. - T. Maxey,1610612755,PHI,2,2,0,1.0,15.1,13.5,25.0,0.54,5.5,11.0,0.5,4.0,6.0,0.667,2.0,9.5,11.5,9.0,4.0,1.5,1.5,0.5,5.0,4.5,36.5,4.0,3671,1678,1,1,42,60,87,4502,39,60,2519,339,180,6055,678,106,148,52,15678,863,398,11865,15713,223,51,1154
Lineups,-203903-1628381-1630209-1631323-1641718-,J. Clarkson - J. Collins - O. Yurtseven - S. Fontecchio - K. George,1610612762,UTA,2,1,1,0.5,15.0,12.0,28.5,0.421,7.0,16.5,0.424,5.5,7.0,0.786,3.5,7.5,11.0,11.0,3.5,2.0,0.5,3.5,4.5,6.5,36.5,-1.5,3671,3240,4804,6304,44,91,40,8643,8,4,4670,135,93,5028,208,237,161,12,15634,249,2969,15879,15674,57,51,10754
Lineups,-201959-1628404-1628973-1628978-1630173-,T. Gibson - J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa,1610612752,NYK,1,0,1,0.0,15.0,12.0,28.0,0.429,3.0,10.0,0.3,4.0,4.0,1.0,1.0,12.0,13.0,6.0,1.0,0.0,1.0,1.0,5.0,2.0,31.0,-4.0,6471,9055,4804,9055,43,91,44,8290,290,101,6834,339,596,1,2214,37,80,268,9271,6740,567,13287,15713,1570,113,13971
Lineups,-1628379-1629723-1630590-1641713-1641998-,L. Kennard - J. Konchar - S. Pippen Jr. - G. Jackson - T. Jemison,1610612763,MEM,1,0,1,0.0,14.9,14.0,24.0,0.583,7.0,11.0,0.636,6.0,7.0,0.857,3.0,10.0,13.0,11.0,5.0,3.0,1.0,3.0,4.0,7.0,41.0,11.0,6471,9055,4804,9055,45,43,111,3653,8,60,2076,80,93,4211,240,80,80,12,15824,59,567,15812,15454,26,27,56
Lineups,-1628374-1629012-1629659-1631117-1631323-,L. Markkanen - C. Sexton - T. Horton-Tucker - W. Kessler - S. Fontecchio,1610612762,UTA,2,1,1,0.5,14.9,14.5,26.0,0.558,4.5,9.0,0.5,8.5,9.5,0.895,2.5,10.5,13.0,9.5,3.0,0.5,2.5,3.0,5.0,7.5,42.0,8.5,3671,3240,4804,6304,48,39,71,4148,108,155,2519,23,38,4002,556,69,80,43,15246,4349,66,15812,15713,23,24,205
Lineups,-1626167-1627741-1627783-1630169-1630174-,M. Turner - B. Hield - P. Siakam - T. Haliburton - A. Nesmith,1610612754,IND,3,0,3,0.0,14.9,16.7,31.0,0.538,8.0,16.0,0.5,4.7,6.7,0.7,4.3,11.7,16.0,12.3,4.0,1.0,3.3,2.3,7.0,4.0,46.0,8.3,2387,9055,14293,9055,47,12,24,4588,6,5,2519,284,162,5978,85,48,28,5,15678,1191,20,15801,15876,249,12,213
Lineups,-1630590-1630692-1631222-1641713-1641998-,S. Pippen Jr. - J. Goodwin - J. LaRavia - G. Jackson - T. Jemison,1610612763,MEM,3,1,2,0.333,14.9,16.0,30.7,0.522,5.3,12.7,0.421,3.3,4.0,0.833,4.0,7.3,11.3,9.3,3.0,4.7,1.7,1.3,5.7,3.3,40.7,2.3,2387,3240,12377,8127,46,18,29,4787,44,33,4682,725,596,4368,89,252,155,49,15246,11,378,15328,15827,607,30,2814
Lineups,-203924-1627763-1629014-1629028-1631133-,J. Grant - M. Brogdon - A. Simons - D. Ayton - J. Walker,1610612757,POR,6,3,3,0.5,14.8,12.5,26.3,0.475,3.0,8.5,0.353,4.3,5.2,0.839,2.8,11.0,13.8,8.0,4.2,1.0,2.2,1.5,4.7,4.5,32.3,-1.5,968,1045,14293,6304,50,83,67,7352,290,201,5561,319,353,4359,523,50,71,90,15805,1191,81,15371,15702,223,90,10754
Lineups,-200768-202710-1628389-1629639-1631170-,K. Lowry - J. Butler - B. Adebayo - T. Herro - J. Jaquez Jr.,1610612748,MIA,1,0,1,0.0,14.8,12.0,32.0,0.375,3.0,12.0,0.25,3.0,3.0,1.0,7.0,12.0,19.0,6.0,6.0,4.0,3.0,2.0,4.0,4.0,30.0,2.0,6471,9055,4804,9055,49,91,16,9685,290,39,7205,765,1343,1,6,37,12,268,15874,14,21,15500,15454,249,126,2921
Lineups,-1628365-1628976-1630532-1630591-1631094-,M. Fultz - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,1610612753,ORL,19,12,7,0.632,14.8,13.3,27.8,0.477,3.3,9.1,0.364,4.1,6.1,0.678,3.2,10.4,13.6,8.1,4.2,3.1,0.6,1.6,4.7,5.7,33.9,1.7,87,79,15669,5961,51,65,53,7313,278,151,5443,335,179,6052,236,73,72,89,15804,58,2851,15476,15707,105,79,4086
Lineups,-1628379-1628991-1630583-1631222-1641713-,L. Kennard - J. Jackson Jr. - S. Aldama - J. LaRavia - G. Jackson,1610612763,MEM,1,0,1,0.0,14.7,10.0,23.0,0.435,5.0,13.0,0.385,5.0,8.0,0.625,2.0,8.0,10.0,7.0,5.0,1.0,3.0,2.0,6.0,5.0,30.0,-20.0,6471,9055,4804,9055,52,190,130,8243,48,23,5221,148,59,6578,678,174,221,156,15824,1191,21,15500,15832,123,126,15899
Lineups,-202711-1628963-1630191-1630595-1631093-,B. Bogdanovic - M. Bagley III - I. Stewart - C. Cunningham - J. Ivey,1610612765,DET,2,0,2,0.0,14.6,16.0,25.5,0.627,3.0,6.5,0.462,5.0,5.5,0.909,2.5,8.0,10.5,9.5,5.5,3.0,1.5,1.5,6.0,7.5,40.0,3.0,3671,9055,12377,9055,54,18,85,2889,290,467,4315,148,321,3920,556,174,202,43,15869,59,398,15371,15832,23,31,1831
Lineups,-202710-1626196-1628389-1629312-1629639-,J. Butler - J. Richardson - B. Adebayo - H. Highsmith - T. Herro,1610612748,MIA,1,0,1,0.0,14.6,14.0,23.0,0.609,4.0,10.0,0.4,5.0,8.0,0.625,3.0,13.0,16.0,9.0,8.0,3.0,6.0,1.0,4.0,7.0,37.0,6.0,6471,9055,4804,9055,53,43,130,3116,130,101,4803,148,59,6578,240,19,28,52,15895,59,1,13287,15454,26,44,490
Lineups,-203552-1627884-1629029-1629684-1641726-,S. Curry - D. Jones Jr. - L. Doncic - G. Williams - D. Lively II,1610612742,DAL,1,0,1,0.0,14.6,10.0,23.0,0.435,4.0,11.0,0.364,10.0,15.0,0.667,6.0,14.0,20.0,7.0,7.0,2.0,5.0,3.0,4.0,11.0,34.0,2.0,6471,9055,4804,9055,55,190,130,8243,130,60,5444,7,2,6055,13,9,8,156,15888,249,4,15812,15454,1,69,2921
Lineups,-201152-1628971-1629018-1629628-1630567-,T. Young - B. Brown - G. Trent Jr. - R. Barrett - S. Barnes,1610612761,TOR,1,0,1,0.0,14.6,11.0,28.0,0.393,1.0,7.0,0.143,0.0,0.0,0.0,1.0,6.0,7.0,8.0,2.0,1.0,1.0,4.0,5.0,0.0,23.0,-21.0,6471,9055,4804,9055,56,134,44,9507,2627,318,8363,8356,8801,8356,2214,398,577,90,13855,1191,567,15882,15713,10562,332,15900
